,album,artists,disc_number,duration_ms,explicit,external_ids,external_urls,href,id,is_local,is_playable,name,popularity,preview_url,track_number,type,uri
11,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/2fenSS68JI1h4Fo296JfGr'}, 'href': 'https://api.spotify.com/v1/albums/2fenSS68JI1h4Fo296JfGr', 'id': '2fenSS68JI1h4Fo296JfGr', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0295f754318336a07e85ec59bc', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485195f754318336a07e85ec59bc', 'width': 64}], 'is_playable': True, 'name': 'folklore', 'release_date': '2020-07-24', 'release_date_precision': 'day', 'total_tracks': 16, 'type': 'album', 'uri': 'spotify:album:2fenSS68JI1h4Fo296JfGr'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,239560,False,{'isrc': 'USUG12002836'},{'spotify': 'https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd'},https://api.spotify.com/v1/tracks/4R2kfaDFhslZEMJqAFNpdd,4R2kfaDFhslZEMJqAFNpdd,False,True,cardigan,86,,2,track,spotify:track:4R2kfaDFhslZEMJqAFNpdd
12,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/151w1FgRZfnKZA9FEcg9Z3'}, 'href': 'https://api.spotify.com/v1/albums/151w1FgRZfnKZA9FEcg9Z3', 'id': '151w1FgRZfnKZA9FEcg9Z3', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02bb54dde68cd23e2a268ae0f5', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851bb54dde68cd23e2a268ae0f5', 'width': 64}], 'is_playable': True, 'name': 'Midnights', 'release_date': '2022-10-21', 'release_date_precision': 'day', 'total_tracks': 13, 'type': 'album', 'uri': 'spotify:album:151w1FgRZfnKZA9FEcg9Z3'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,200690,False,{'isrc': 'USUG12205736'},{'spotify': 'https://open.spotify.com/track/0V3wPSX9ygBnCm8psDIegu'},https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu,0V3wPSX9ygBnCm8psDIegu,False,True,Anti-Hero,86,,3,track,spotify:track:0V3wPSX9ygBnCm8psDIegu
13,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/5H7ixXZfsNMGbIE5OBSpcb'}, 'href': 'https://api.spotify.com/v1/albums/5H7ixXZfsNMGbIE5OBSpcb', 'id': '5H7ixXZfsNMGbIE5OBSpcb', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028ecc33f195df6aa257c39eaa', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518ecc33f195df6aa257c39eaa', 'width': 64}], 'is_playable': True, 'name': 'THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY', 'release_date': '2024-04-19', 'release_date_precision': 'day', 'total_tracks': 31, 'type': 'album', 'uri': 'spotify:album:5H7ixXZfsNMGbIE5OBSpcb'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,261228,True,{'isrc': 'USUG12401031'},{'spotify': 'https://open.spotify.com/track/1kbEbBdEgQdQeLXCJh28pJ'},https://api.spotify.com/v1/tracks/1kbEbBdEgQdQeLXCJh28pJ,1kbEbBdEgQdQeLXCJh28pJ,False,True,Down Bad,90,,4,track,spotify:track:1kbEbBdEgQdQeLXCJh28pJ
14,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/5H7ixXZfsNMGbIE5OBSpcb'}, 'href': 'https://api.spotify.com/v1/albums/5H7ixXZfsNMGbIE5OBSpcb', 'id': '5H7ixXZfsNMGbIE5OBSpcb', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028ecc33f195df6aa257c39eaa', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518ecc33f195df6aa257c39eaa', 'width': 64}], 'is_playable': True, 'name': 'THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY', 'release_date': '2024-04-19', 'release_date_precision': 'day', 'total_tracks': 31, 'type': 'album', 'uri': 'spotify:album:5H7ixXZfsNMGbIE5OBSpcb'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,254365,False,{'isrc': 'USUG12401036'},{'spotify': 'https://open.spotify.com/track/799KrpEbhZp0MHeiA8YK9P'},https://api.spotify.com/v1/tracks/799KrpEbhZp0MHeiA8YK9P,799KrpEbhZp0MHeiA8YK9P,False,True,Guilty as Sin?,90,,9,track,spotify:track:799KrpEbhZp0MHeiA8YK9P
15,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/4hDok0OAJd57SGIT8xuWJH'}, 'href': 'https://api.spotify.com/v1/albums/4hDok0OAJd57SGIT8xuWJH', 'id': '4hDok0OAJd57SGIT8xuWJH', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02a48964b5d9a3d6968ae3e0de', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851a48964b5d9a3d6968ae3e0de', 'width': 64}], 'is_playable': True, 'name': ""Fearless (Taylor's Version)"", 'release_date': '2021-04-09', 'release_date_precision': 'day', 'total_tracks': 26, 'type': 'album', 'uri': 'spotify:album:4hDok0OAJd57SGIT8xuWJH'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,231124,False,{'isrc': 'USUG12100622'},{'spotify': 'https://open.spotify.com/track/1qrpoAMXodY6895hGKoUpA'},https://api.spotify.com/v1/tracks/1qrpoAMXodY6895hGKoUpA,1qrpoAMXodY6895hGKoUpA,False,True,You Belong With Me (Taylor’s Version),82,,6,track,spotify:track:1qrpoAMXodY6895hGKoUpA
16,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/1NAmidJlEaVgA3MpcPFYGq'}, 'href': 'https://api.spotify.com/v1/albums/1NAmidJlEaVgA3MpcPFYGq', 'id': '1NAmidJlEaVgA3MpcPFYGq', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e787cffec20aa2a396a61647', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e787cffec20aa2a396a61647', 'width': 64}], 'is_playable': True, 'name': 'Lover', 'release_date': '2019-08-23', 'release_date_precision': 'day', 'total_tracks': 18, 'type': 'album', 'uri': 'spotify:album:1NAmidJlEaVgA3MpcPFYGq'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,293453,False,{'isrc': 'USUG11901486'},{'spotify': 'https://open.spotify.com/track/1fzAuUVbzlhZ1lJAx9PtY6'},https://api.spotify.com/v1/tracks/1fzAuUVbzlhZ1lJAx9PtY6,1fzAuUVbzlhZ1lJAx9PtY6,False,True,Daylight,80,,18,track,spotify:track:1fzAuUVbzlhZ1lJAx9PtY6
17,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv'}, 'href': 'https://api.spotify.com/v1/albums/6DEjYFkNZh67HP7R9PSZvv', 'id': '6DEjYFkNZh67HP7R9PSZvv', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273da5d5aeeabacacc1263c0f4b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02da5d5aeeabacacc1263c0f4b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851da5d5aeeabacacc1263c0f4b', 'width': 64}], 'is_playable': True, 'name': 'reputation', 'release_date': '2017-11-10', 'release_date_precision': 'day', 'total_tracks': 15, 'type': 'album', 'uri': 'spotify:album:6DEjYFkNZh67HP7R9PSZvv'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,236413,False,{'isrc': 'USCJY1750006'},{'spotify': 'https://open.spotify.com/track/1R0a2iXumgCiFb7HEZ7gUE'},https://api.spotify.com/v1/tracks/1R0a2iXumgCiFb7HEZ7gUE,1R0a2iXumgCiFb7HEZ7gUE,False,True,Don’t Blame Me,85,,4,track,spotify:track:1R0a2iXumgCiFb7HEZ7gUE
18,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/64LU4c1nfjz1t4VnGhagcg'}, 'href': 'https://api.spotify.com/v1/albums/64LU4c1nfjz1t4VnGhagcg', 'id': '64LU4c1nfjz1t4VnGhagcg', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02904445d70d04eb24d6bb79ac', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851904445d70d04eb24d6bb79ac', 'width': 64}], 'is_playable': True, 'name': ""1989 (Taylor's Version)"", 'release_date': '2023-10-26', 'release_date_precision': 'day', 'total_tracks': 21, 'type': 'album', 'uri': 'spotify:album:64LU4c1nfjz1t4VnGhagcg'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,231000,False,{'isrc': 'USUG12306674'},{'spotify': 'https://open.spotify.com/track/1hjRhYpWyqDpPahmSlUTlc'},https://api.spotify.com/v1/tracks/1hjRhYpWyqDpPahmSlUTlc,1hjRhYpWyqDpPahmSlUTlc,False,True,Style (Taylor's Version),80,,3,track,spotify:track:1hjRhYpWyqDpPahmSlUTlc
19,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/1Uauz6ql2dIPvIOH4JiuhD'}, 'href': 'https://api.spotify.com/v1/albums/1Uauz6ql2dIPvIOH4JiuhD', 'id': '1Uauz6ql2dIPvIOH4JiuhD', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738481d8f15859aa5bae75ee17', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028481d8f15859aa5bae75ee17', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518481d8f15859aa5bae75ee17', 'width': 64}], 'is_playable': True, 'name': 'All Of The Girls You Loved Before', 'release_date': '2019-08-23', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:1Uauz6ql2dIPvIOH4JiuhD'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,221407,False,{'isrc': 'USUG12301406'},{'spotify': 'https://open.spotify.com/track/4P9Q0GojKVXpRTJCaL3kyy'},https://api.spotify.com/v1/tracks/4P9Q0GojKVXpRTJCaL3kyy,4P9Q0GojKVXpRTJCaL3kyy,False,True,All Of The Girls You Loved Before,77,,1,track,spotify:track:4P9Q0GojKVXpRTJCaL3kyy
20,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/4j2syEjl3h1To8KbRgvmJn'}, 'href': 'https://api.spotify.com/v1/albums/4j2syEjl3h1To8KbRgvmJn', 'id': '4j2syEjl3h1To8KbRgvmJn', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273877ea8fa223c26f19aaef92d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02877ea8fa223c26f19aaef92d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851877ea8fa223c26f19aaef92d', 'width': 64}], 'is_playable': True, 'name': 'Love Story (Taylor’s Version)', 'release_date': '2021-02-12', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:4j2syEjl3h1To8KbRgvmJn'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,235766,False,{'isrc': 'USUG12100342'},{'spotify': 'https://open.spotify.com/track/3CeCwYWvdfXbZLXFhBrbnf'},https://api.spotify.com/v1/tracks/3CeCwYWvdfXbZLXFhBrbnf,3CeCwYWvdfXbZLXFhBrbnf,False,True,Love Story (Taylor’s Version),80,,1,track,spotify:track:3CeCwYWvdfXbZLXFhBrbnf
21,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/4hDok0OAJd57SGIT8xuWJH'}, 'href': 'https://api.spotify.com/v1/albums/4hDok0OAJd57SGIT8xuWJH', 'id': '4hDok0OAJd57SGIT8xuWJH', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02a48964b5d9a3d6968ae3e0de', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851a48964b5d9a3d6968ae3e0de', 'width': 64}], 'is_playable': True, 'name': ""Fearless (Taylor's Version)"", 'release_date': '2021-04-09', 'release_date_precision': 'day', 'total_tracks': 26, 'type': 'album', 'uri': 'spotify:album:4hDok0OAJd57SGIT8xuWJH'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,235766,False,{'isrc': 'USUG12100342'},{'spotify': 'https://open.spotify.com/track/6YvqWjhGD8mB5QXcbcUKtx'},https://api.spotify.com/v1/tracks/6YvqWjhGD8mB5QXcbcUKtx,6YvqWjhGD8mB5QXcbcUKtx,False,True,Love Story (Taylor’s Version),79,,3,track,spotify:track:6YvqWjhGD8mB5QXcbcUKtx
22,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/5H7ixXZfsNMGbIE5OBSpcb'}, 'href': 'https://api.spotify.com/v1/albums/5H7ixXZfsNMGbIE5OBSpcb', 'id': '5H7ixXZfsNMGbIE5OBSpcb', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028ecc33f195df6aa257c39eaa', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518ecc33f195df6aa257c39eaa', 'width': 64}], 'is_playable': True, 'name': 'THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY', 'release_date': '2024-04-19', 'release_date_precision': 'day', 'total_tracks': 31, 'type': 'album', 'uri': 'spotify:album:5H7ixXZfsNMGbIE5OBSpcb'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,293048,True,{'isrc': 'USUG12401029'},{'spotify': 'https://open.spotify.com/track/4PdLaGZubp4lghChqp8erB'},https://api.spotify.com/v1/tracks/4PdLaGZubp4lghChqp8erB,4PdLaGZubp4lghChqp8erB,False,True,The Tortured Poets Department,89,,2,track,spotify:track:4PdLaGZubp4lghChqp8erB
23,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/5H7ixXZfsNMGbIE5OBSpcb'}, 'href': 'https://api.spotify.com/v1/albums/5H7ixXZfsNMGbIE5OBSpcb', 'id': '5H7ixXZfsNMGbIE5OBSpcb', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028ecc33f195df6aa257c39eaa', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518ecc33f195df6aa257c39eaa', 'width': 64}], 'is_playable': True, 'name': 'THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY', 'release_date': '2024-04-19', 'release_date_precision': 'day', 'total_tracks': 31, 'type': 'album', 'uri': 'spotify:album:5H7ixXZfsNMGbIE5OBSpcb'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,218004,True,{'isrc': 'USUG12401040'},{'spotify': 'https://open.spotify.com/track/2fPvQfGQEZOKtJ9qXeL4x8'},https://api.spotify.com/v1/tracks/2fPvQfGQEZOKtJ9qXeL4x8,2fPvQfGQEZOKtJ9qXeL4x8,False,True,I Can Do It With a Broken Heart,90,,13,track,spotify:track:2fPvQfGQEZOKtJ9qXeL4x8
