,album,artists,disc_number,duration_ms,explicit,external_ids,external_urls,href,id,is_local,is_playable,name,popularity,preview_url,track_number,type,uri
24,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/1Mo4aZ8pdj6L1jx8zSwJnt'}, 'href': 'https://api.spotify.com/v1/albums/1Mo4aZ8pdj6L1jx8zSwJnt', 'id': '1Mo4aZ8pdj6L1jx8zSwJnt', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e025076e4160d018e378f488c33', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048515076e4160d018e378f488c33', 'width': 64}], 'is_playable': True, 'name': 'THE TORTURED POETS DEPARTMENT', 'release_date': '2024-04-18', 'release_date_precision': 'day', 'total_tracks': 16, 'type': 'album', 'uri': 'spotify:album:1Mo4aZ8pdj6L1jx8zSwJnt'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,262974,False,{'isrc': 'USUG12401032'},{'spotify': 'https://open.spotify.com/track/3Vevii7qKqrmW8CcyzBHDl'},https://api.spotify.com/v1/tracks/3Vevii7qKqrmW8CcyzBHDl,3Vevii7qKqrmW8CcyzBHDl,False,True,"So Long, London",85,,5,track,spotify:track:3Vevii7qKqrmW8CcyzBHDl
25,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/1Mo4aZ8pdj6L1jx8zSwJnt'}, 'href': 'https://api.spotify.com/v1/albums/1Mo4aZ8pdj6L1jx8zSwJnt', 'id': '1Mo4aZ8pdj6L1jx8zSwJnt', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e025076e4160d018e378f488c33', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048515076e4160d018e378f488c33', 'width': 64}], 'is_playable': True, 'name': 'THE TORTURED POETS DEPARTMENT', 'release_date': '2024-04-18', 'release_date_precision': 'day', 'total_tracks': 16, 'type': 'album', 'uri': 'spotify:album:1Mo4aZ8pdj6L1jx8zSwJnt'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,254365,False,{'isrc': 'USUG12401036'},{'spotify': 'https://open.spotify.com/track/0W0iAC1VGlB82PI6elxFYf'},https://api.spotify.com/v1/tracks/0W0iAC1VGlB82PI6elxFYf,0W0iAC1VGlB82PI6elxFYf,False,True,Guilty as Sin?,84,,9,track,spotify:track:0W0iAC1VGlB82PI6elxFYf
26,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/5H7ixXZfsNMGbIE5OBSpcb'}, 'href': 'https://api.spotify.com/v1/albums/5H7ixXZfsNMGbIE5OBSpcb', 'id': '5H7ixXZfsNMGbIE5OBSpcb', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028ecc33f195df6aa257c39eaa', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518ecc33f195df6aa257c39eaa', 'width': 64}], 'is_playable': True, 'name': 'THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY', 'release_date': '2024-04-19', 'release_date_precision': 'day', 'total_tracks': 31, 'type': 'album', 'uri': 'spotify:album:5H7ixXZfsNMGbIE5OBSpcb'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,262974,False,{'isrc': 'USUG12401032'},{'spotify': 'https://open.spotify.com/track/7wAkQFShJ27V8362MqevQr'},https://api.spotify.com/v1/tracks/7wAkQFShJ27V8362MqevQr,7wAkQFShJ27V8362MqevQr,False,True,"So Long, London",89,,5,track,spotify:track:7wAkQFShJ27V8362MqevQr
27,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/64LU4c1nfjz1t4VnGhagcg'}, 'href': 'https://api.spotify.com/v1/albums/64LU4c1nfjz1t4VnGhagcg', 'id': '64LU4c1nfjz1t4VnGhagcg', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02904445d70d04eb24d6bb79ac', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851904445d70d04eb24d6bb79ac', 'width': 64}], 'is_playable': True, 'name': ""1989 (Taylor's Version)"", 'release_date': '2023-10-26', 'release_date_precision': 'day', 'total_tracks': 21, 'type': 'album', 'uri': 'spotify:album:64LU4c1nfjz1t4VnGhagcg'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,229477,False,{'isrc': 'USUG12306691'},{'spotify': 'https://open.spotify.com/track/1Iq8oo9XkmmvCQiGOfORiz'},https://api.spotify.com/v1/tracks/1Iq8oo9XkmmvCQiGOfORiz,1Iq8oo9XkmmvCQiGOfORiz,False,True,Is It Over Now? (Taylor's Version) (From The Vault),82,,21,track,spotify:track:1Iq8oo9XkmmvCQiGOfORiz
28,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/5H7ixXZfsNMGbIE5OBSpcb'}, 'href': 'https://api.spotify.com/v1/albums/5H7ixXZfsNMGbIE5OBSpcb', 'id': '5H7ixXZfsNMGbIE5OBSpcb', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028ecc33f195df6aa257c39eaa', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518ecc33f195df6aa257c39eaa', 'width': 64}], 'is_playable': True, 'name': 'THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY', 'release_date': '2024-04-19', 'release_date_precision': 'day', 'total_tracks': 31, 'type': 'album', 'uri': 'spotify:album:5H7ixXZfsNMGbIE5OBSpcb'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,222072,False,{'isrc': 'USUG12402541'},{'spotify': 'https://open.spotify.com/track/1kcwpPDQnqEqmezzXdJTCP'},https://api.spotify.com/v1/tracks/1kcwpPDQnqEqmezzXdJTCP,1kcwpPDQnqEqmezzXdJTCP,False,True,imgonnagetyouback,88,,18,track,spotify:track:1kcwpPDQnqEqmezzXdJTCP
29,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/64LU4c1nfjz1t4VnGhagcg'}, 'href': 'https://api.spotify.com/v1/albums/64LU4c1nfjz1t4VnGhagcg', 'id': '64LU4c1nfjz1t4VnGhagcg', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02904445d70d04eb24d6bb79ac', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851904445d70d04eb24d6bb79ac', 'width': 64}], 'is_playable': True, 'name': ""1989 (Taylor's Version)"", 'release_date': '2023-10-26', 'release_date_precision': 'day', 'total_tracks': 21, 'type': 'album', 'uri': 'spotify:album:64LU4c1nfjz1t4VnGhagcg'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,180381,False,{'isrc': 'USUG12306687'},{'spotify': 'https://open.spotify.com/track/71BqAINEnezjQfxE4VuJfq'},https://api.spotify.com/v1/tracks/71BqAINEnezjQfxE4VuJfq,71BqAINEnezjQfxE4VuJfq,False,True,"""Slut!"" (Taylor's Version) (From The Vault)",79,,17,track,spotify:track:71BqAINEnezjQfxE4VuJfq
30,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/5AEDGbliTTfjOB8TSm1sxt'}, 'href': 'https://api.spotify.com/v1/albums/5AEDGbliTTfjOB8TSm1sxt', 'id': '5AEDGbliTTfjOB8TSm1sxt', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e020b04da4f224b51ff86e0a481', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048510b04da4f224b51ff86e0a481', 'width': 64}], 'is_playable': True, 'name': ""Speak Now (Taylor's Version)"", 'release_date': '2023-07-07', 'release_date_precision': 'day', 'total_tracks': 22, 'type': 'album', 'uri': 'spotify:album:5AEDGbliTTfjOB8TSm1sxt'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,353253,False,{'isrc': 'USUG12302081'},{'spotify': 'https://open.spotify.com/track/3sW3oSbzsfecv9XoUdGs7h'},https://api.spotify.com/v1/tracks/3sW3oSbzsfecv9XoUdGs7h,3sW3oSbzsfecv9XoUdGs7h,False,True,Enchanted (Taylor's Version),81,,9,track,spotify:track:3sW3oSbzsfecv9XoUdGs7h
31,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/5H7ixXZfsNMGbIE5OBSpcb'}, 'href': 'https://api.spotify.com/v1/albums/5H7ixXZfsNMGbIE5OBSpcb', 'id': '5H7ixXZfsNMGbIE5OBSpcb', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028ecc33f195df6aa257c39eaa', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518ecc33f195df6aa257c39eaa', 'width': 64}], 'is_playable': True, 'name': 'THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY', 'release_date': '2024-04-19', 'release_date_precision': 'day', 'total_tracks': 31, 'type': 'album', 'uri': 'spotify:album:5H7ixXZfsNMGbIE5OBSpcb'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,203801,False,{'isrc': 'USUG12401030'},{'spotify': 'https://open.spotify.com/track/7uGYWMwRy24dm7RUDDhUlD'},https://api.spotify.com/v1/tracks/7uGYWMwRy24dm7RUDDhUlD,7uGYWMwRy24dm7RUDDhUlD,False,True,My Boy Only Breaks His Favorite Toys,89,,3,track,spotify:track:7uGYWMwRy24dm7RUDDhUlD
32,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/6Ar2o9KCqcyYF9J0aQP3au'}, 'href': 'https://api.spotify.com/v1/albums/6Ar2o9KCqcyYF9J0aQP3au', 'id': '6Ar2o9KCqcyYF9J0aQP3au', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d0eae3c1661a96570f0ca7bd', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d0eae3c1661a96570f0ca7bd', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d0eae3c1661a96570f0ca7bd', 'width': 64}], 'is_playable': True, 'name': 'Speak Now', 'release_date': '2010-10-25', 'release_date_precision': 'day', 'total_tracks': 14, 'type': 'album', 'uri': 'spotify:album:6Ar2o9KCqcyYF9J0aQP3au'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,352200,False,{'isrc': 'USCJY1003663'},{'spotify': 'https://open.spotify.com/track/04S1pkp1VaIqjg8zZqknR5'},https://api.spotify.com/v1/tracks/04S1pkp1VaIqjg8zZqknR5,04S1pkp1VaIqjg8zZqknR5,False,True,Enchanted,72,,9,track,spotify:track:04S1pkp1VaIqjg8zZqknR5
33,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/5H7ixXZfsNMGbIE5OBSpcb'}, 'href': 'https://api.spotify.com/v1/albums/5H7ixXZfsNMGbIE5OBSpcb', 'id': '5H7ixXZfsNMGbIE5OBSpcb', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028ecc33f195df6aa257c39eaa', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518ecc33f195df6aa257c39eaa', 'width': 64}], 'is_playable': True, 'name': 'THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY', 'release_date': '2024-04-19', 'release_date_precision': 'day', 'total_tracks': 31, 'type': 'album', 'uri': 'spotify:album:5H7ixXZfsNMGbIE5OBSpcb'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,340428,True,{'isrc': 'USUG12401033'},{'spotify': 'https://open.spotify.com/track/4QMgEffJQuKtjCNvqfRZ0m'},https://api.spotify.com/v1/tracks/4QMgEffJQuKtjCNvqfRZ0m,4QMgEffJQuKtjCNvqfRZ0m,False,True,But Daddy I Love Him,89,,6,track,spotify:track:4QMgEffJQuKtjCNvqfRZ0m
34,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv'}, 'href': 'https://api.spotify.com/v1/albums/6DEjYFkNZh67HP7R9PSZvv', 'id': '6DEjYFkNZh67HP7R9PSZvv', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273da5d5aeeabacacc1263c0f4b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02da5d5aeeabacacc1263c0f4b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851da5d5aeeabacacc1263c0f4b', 'width': 64}], 'is_playable': True, 'name': 'reputation', 'release_date': '2017-11-10', 'release_date_precision': 'day', 'total_tracks': 15, 'type': 'album', 'uri': 'spotify:album:6DEjYFkNZh67HP7R9PSZvv'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,230373,False,{'isrc': 'USCJY1750013'},{'spotify': 'https://open.spotify.com/track/6oVxXO5oQ4pTpO8RSnkzvv'},https://api.spotify.com/v1/tracks/6oVxXO5oQ4pTpO8RSnkzvv,6oVxXO5oQ4pTpO8RSnkzvv,False,True,Dress,76,,12,track,spotify:track:6oVxXO5oQ4pTpO8RSnkzvv
35,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/1Mo4aZ8pdj6L1jx8zSwJnt'}, 'href': 'https://api.spotify.com/v1/albums/1Mo4aZ8pdj6L1jx8zSwJnt', 'id': '1Mo4aZ8pdj6L1jx8zSwJnt', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e025076e4160d018e378f488c33', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048515076e4160d018e378f488c33', 'width': 64}], 'is_playable': True, 'name': 'THE TORTURED POETS DEPARTMENT', 'release_date': '2024-04-18', 'release_date_precision': 'day', 'total_tracks': 16, 'type': 'album', 'uri': 'spotify:album:1Mo4aZ8pdj6L1jx8zSwJnt'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,293048,True,{'isrc': 'USUG12401029'},{'spotify': 'https://open.spotify.com/track/3NMrVbIVWT3fPXBj0rNDKG'},https://api.spotify.com/v1/tracks/3NMrVbIVWT3fPXBj0rNDKG,3NMrVbIVWT3fPXBj0rNDKG,False,True,The Tortured Poets Department,83,,2,track,spotify:track:3NMrVbIVWT3fPXBj0rNDKG
36,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/151w1FgRZfnKZA9FEcg9Z3'}, 'href': 'https://api.spotify.com/v1/albums/151w1FgRZfnKZA9FEcg9Z3', 'id': '151w1FgRZfnKZA9FEcg9Z3', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02bb54dde68cd23e2a268ae0f5', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851bb54dde68cd23e2a268ae0f5', 'width': 64}], 'is_playable': True, 'name': 'Midnights', 'release_date': '2022-10-21', 'release_date_precision': 'day', 'total_tracks': 13, 'type': 'album', 'uri': 'spotify:album:151w1FgRZfnKZA9FEcg9Z3'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",1,174782,False,{'isrc': 'USUG12205712'},{'spotify': 'https://open.spotify.com/track/3rWDp9tBPQR9z6U5YyRSK4'},https://api.spotify.com/v1/tracks/3rWDp9tBPQR9z6U5YyRSK4,3rWDp9tBPQR9z6U5YyRSK4,False,True,Midnight Rain,79,,6,track,spotify:track:3rWDp9tBPQR9z6U5YyRSK4
